"GEO_ID","id"
"S0501_C04_118M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0501_C04_119E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit"
"S0501_C04_119M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit"
"S0501_C04_120E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit"
"S0501_C04_120M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit"
"S0501_C04_121E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!1 room"
"S0501_C04_121M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!1 room"
"S0501_C04_122E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S0501_C04_122M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S0501_C04_123E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S0501_C04_123M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S0501_C04_124E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S0501_C04_124M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S0501_C04_125E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!8 or more rooms"
"S0501_C04_125M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!ROOMS!!8 or more rooms"
"S0501_C04_126E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!Median number of rooms"
"S0501_C04_126M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!Median number of rooms"
"S0501_C04_127E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!1.01 or more occupants per room"
"S0501_C04_127M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!1.01 or more occupants per room"
"S0501_C04_128E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!VEHICLES AVAILABLE!!None"
"S0501_C04_128M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!VEHICLES AVAILABLE!!None"
"S0501_C04_129E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more"
"S0501_C04_129M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more"
"S0501_C04_130E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0501_C04_130M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0501_C04_131E","Estimate!!Foreign born; Naturalized citizen!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0501_C04_131M","Margin of Error!!Foreign born; Naturalized citizen!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0501_C04_132E","Estimate!!Foreign born; Naturalized citizen!!Owner-occupied housing units"
"S0501_C04_132M","Margin of Error!!Foreign born; Naturalized citizen!!Owner-occupied housing units"
"S0501_C04_133E","Estimate!!Foreign born; Naturalized citizen!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C04_133M","Margin of Error!!Foreign born; Naturalized citizen!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C04_134E","Estimate!!Foreign born; Naturalized citizen!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C04_134M","Margin of Error!!Foreign born; Naturalized citizen!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C04_135E","Estimate!!Foreign born; Naturalized citizen!!Renter-occupied housing units"
"S0501_C04_135M","Margin of Error!!Foreign born; Naturalized citizen!!Renter-occupied housing units"
"S0501_C04_136E","Estimate!!Foreign born; Naturalized citizen!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C04_136M","Margin of Error!!Foreign born; Naturalized citizen!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C04_137E","Estimate!!Foreign born; Naturalized citizen!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C04_137M","Margin of Error!!Foreign born; Naturalized citizen!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C05_001E","Estimate!!Foreign born; Not a U.S. citizen!!Total population"
"S0501_C05_001M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population"
"S0501_C05_002E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Male"
"S0501_C05_002M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Male"
"S0501_C05_003E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Female"
"S0501_C05_003M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Female"
"S0501_C05_004E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Under 5 years"
"S0501_C05_004M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Under 5 years"
"S0501_C05_005E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!5 to 17 years"
"S0501_C05_005M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!5 to 17 years"
"S0501_C05_006E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!18 to 24 years"
"S0501_C05_006M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!18 to 24 years"
"S0501_C05_007E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!25 to 44 years"
"S0501_C05_007M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!25 to 44 years"
"S0501_C05_008E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!45 to 54 years"
"S0501_C05_008M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!45 to 54 years"
"S0501_C05_009E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!55 to 64 years"
"S0501_C05_009M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!55 to 64 years"
"S0501_C05_010E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!65 to 74 years"
"S0501_C05_010M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!65 to 74 years"
"S0501_C05_011E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!75 to 84 years"
"S0501_C05_011M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!75 to 84 years"
"S0501_C05_012E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!85 years and over"
"S0501_C05_012M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!85 years and over"
"S0501_C05_013E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Median age (years)"
"S0501_C05_013M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!SEX AND AGE!!Median age (years)"
"S0501_C05_014E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0501_C05_014M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0501_C05_015E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0501_C05_015M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0501_C05_016E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0501_C05_016M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0501_C05_017E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0501_C05_017M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0501_C05_018E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0501_C05_018M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0501_C05_019E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0501_C05_019M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0501_C05_020E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0501_C05_020M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0501_C05_021E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0501_C05_021M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0501_C05_022E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0501_C05_022M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0501_C05_023E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0501_C05_023M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0501_C05_024E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!HOUSEHOLD TYPE!!In married-couple family"
"S0501_C05_024M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!HOUSEHOLD TYPE!!In married-couple family"
"S0501_C05_025E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!HOUSEHOLD TYPE!!In other households"
"S0501_C05_025M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!HOUSEHOLD TYPE!!In other households"
"S0501_C05_026E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!Average  household size"
"S0501_C05_026M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!Average  household size"
"S0501_C05_027E","Estimate!!Foreign born; Not a U.S. citizen!!Total population!!Average family size"
"S0501_C05_027M","Margin of Error!!Foreign born; Not a U.S. citizen!!Total population!!Average family size"
"S0501_C05_028E","Estimate!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over"
"S0501_C05_028M","Margin of Error!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over"
"S0501_C05_029E","Estimate!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Never married"
"S0501_C05_029M","Margin of Error!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Never married"
"S0501_C05_030E","Estimate!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
"S0501_C05_030M","Margin of Error!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
"S0501_C05_031E","Estimate!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated"
"S0501_C05_031M","Margin of Error!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated"
"S0501_C05_032E","Estimate!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Widowed"
"S0501_C05_032M","Margin of Error!!Foreign born; Not a U.S. citizen!!MARITAL STATUS!!Population 15  years and over!!Widowed"
"S0501_C05_033E","Estimate!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C05_033M","Margin of Error!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C05_034E","Estimate!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C05_034M","Margin of Error!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C05_035E","Estimate!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C05_035M","Margin of Error!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C05_036E","Estimate!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C05_036M","Margin of Error!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C05_037E","Estimate!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C05_037M","Margin of Error!!Foreign born; Not a U.S. citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C05_038E","Estimate!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C05_038M","Margin of Error!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C05_039E","Estimate!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C05_039M","Margin of Error!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C05_040E","Estimate!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C05_040M","Margin of Error!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C05_041E","Estimate!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C05_041M","Margin of Error!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C05_042E","Estimate!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C05_042M","Margin of Error!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C05_043E","Estimate!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C05_043M","Margin of Error!!Foreign born; Not a U.S. citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C05_044E","Estimate!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C05_044M","Margin of Error!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C05_045E","Estimate!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C05_045M","Margin of Error!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C05_046E","Estimate!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C05_046M","Margin of Error!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C05_047E","Estimate!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C05_047M","Margin of Error!!Foreign born; Not a U.S. citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C05_048E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C05_048M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C05_049E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C05_049M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C05_050E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C05_050M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C05_051E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C05_051M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C05_052E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C05_052M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C05_053E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C05_053M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C05_054E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C05_054M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C05_055E","Estimate!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C05_055M","Margin of Error!!Foreign born; Not a U.S. citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C05_056E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over"
"S0501_C05_056M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over"
"S0501_C05_057E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C05_057M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C05_058E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C05_058M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C05_059E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C05_059M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C05_060E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C05_060M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C05_061E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C05_061M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C05_062E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0501_C05_062M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0501_C05_063E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0501_C05_063M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0501_C05_064E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C05_064M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C05_065E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C05_065M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C05_066E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C05_066M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C05_067E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0501_C05_067M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0501_C05_068E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0501_C05_068M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0501_C05_069E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
"S0501_C05_069M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
"S0501_C05_070E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade"
"S0501_C05_070M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade"
"S0501_C05_071E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C05_071M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C05_072E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Information"
"S0501_C05_072M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Information"
"S0501_C05_073E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C05_073M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C05_074E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C05_074M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C05_075E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C05_075M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C05_076E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C05_076M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C05_077E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0501_C05_077M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0501_C05_078E","Estimate!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration"
"S0501_C05_078M","Margin of Error!!Foreign born; Not a U.S. citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration"
"S0501_C05_079E","Estimate!!Foreign born; Not a U.S. citizen!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
